Invoice ID,Branch,City,Customer type,Gender,Product line,Total,Date,Payment
411-77-0180,A,London,Member,Male,Electronic accessories,530.67,2019-03-26,Ewallet
163-56-7055,C,Warsaw,Member,Male,Fashion accessories,51.1455,2019-03-26,Cash
760-53-9233,A,London,Member,Male,Fashion accessories,130.032,2019-03-26,Credit card
236-27-1144,C,Warsaw,Normal,Female,Food and beverages,154.1295,2019-03-26,Ewallet
807-34-3742,A,London,Normal,Male,Fashion accessories,54.999,2019-03-26,Cash
487-79-6868,B,Berlin,Member,Female,Home and lifestyle,116.1405,2019-03-26,Credit card
595-94-9924,A,London,Member,Female,Health and beauty,145.5825,2019-03-26,Credit card
848-24-9445,C,Warsaw,Member,Male,Health and beauty,91.77,2019-03-26,Cash
449-27-2918,B,Berlin,Member,Female,Sports and travel,41.076,2019-03-26,Credit card
859-97-6048,C,Warsaw,Member,Male,Electronic accessories,176.925,2019-03-26,Credit card
587-73-4862,A,London,Member,Female,Health and beauty,56.1225,2019-03-26,Ewallet
238-49-0436,A,London,Normal,Male,Health and beauty,272.664,2019-03-27,Credit card
702-83-5291,C,Warsaw,Member,Male,Fashion accessories,943.299,2019-03-27,Cash
313-66-9943,B,Berlin,Member,Female,Food and beverages,91.8225,2019-03-27,Credit card
186-71-5196,A,London,Member,Female,Food and beverages,167.03400000000005,2019-03-27,Ewallet
633-44-8566,A,London,Member,Male,Food and beverages,362.943,2019-03-27,Credit card
106-35-6779,A,London,Member,Male,Home and lifestyle,93.114,2019-03-27,Cash
176-64-7711,B,Berlin,Normal,Male,Food and beverages,101.808,2019-03-27,Credit card
423-57-2993,B,Berlin,Normal,Male,Sports and travel,588.357,2019-03-27,Ewallet
278-86-2735,A,London,Normal,Female,Food and beverages,164.87099999999995,2019-03-27,Cash
794-32-2436,B,Berlin,Member,Male,Electronic accessories,116.907,2019-03-27,Ewallet
633-09-3463,C,Warsaw,Normal,Female,Electronic accessories,150.0975,2019-03-28,Credit card
544-32-5024,C,Warsaw,Member,Female,Food and beverages,209.118,2019-03-28,Credit card
266-76-6436,C,Warsaw,Member,Female,Food and beverages,121.59,2019-03-28,Ewallet
333-23-2632,A,London,Member,Male,Health and beauty,74.08800000000002,2019-03-28,Cash
470-32-9057,A,London,Member,Male,Food and beverages,269.535,2019-03-28,Credit card
212-62-1842,A,London,Normal,Male,Food and beverages,367.038,2019-03-28,Cash
573-58-9734,B,Berlin,Normal,Female,Fashion accessories,95.6655,2019-03-28,Ewallet
531-80-1784,A,London,Normal,Male,Electronic accessories,191.247,2019-03-28,Cash
857-16-3520,A,London,Member,Female,Fashion accessories,525.231,2019-03-28,Ewallet
420-97-3340,A,London,Normal,Female,Food and beverages,225.792,2019-03-28,Credit card
425-85-2085,B,Berlin,Member,Male,Health and beauty,288.015,2019-03-29,Ewallet
727-75-6477,C,Warsaw,Normal,Male,Electronic accessories,121.128,2019-03-29,Cash
829-34-3910,A,London,Normal,Female,Health and beauty,749.49,2019-03-29,Cash
766-85-7061,B,Berlin,Normal,Male,Health and beauty,922.635,2019-03-29,Ewallet
218-59-9410,A,London,Member,Female,Home and lifestyle,228.123,2019-03-29,Ewallet
186-79-9562,B,Berlin,Normal,Male,Health and beauty,527.5095,2019-03-29,Cash
291-21-5991,B,Berlin,Member,Male,Health and beauty,321.7725,2019-03-29,Cash
267-62-7380,C,Warsaw,Member,Male,Electronic accessories,864.57,2019-03-29,Ewallet
361-85-2571,A,London,Normal,Female,Sports and travel,469.77,2019-03-30,Cash
286-01-5402,A,London,Normal,Female,Sports and travel,295.6905,2019-03-30,Cash
131-15-8856,C,Warsaw,Member,Female,Food and beverages,609.168,2019-03-30,Credit card
642-61-4706,B,Berlin,Member,Male,Food and beverages,196.14,2019-03-30,Cash
731-59-7531,B,Berlin,Member,Male,Health and beauty,609.5880000000002,2019-03-30,Cash
778-89-7974,C,Warsaw,Normal,Male,Health and beauty,442.323,2019-03-30,Cash
291-55-6563,A,London,Member,Female,Home and lifestyle,216.846,2019-03-30,Ewallet
743-04-1105,B,Berlin,Member,Male,Health and beauty,918.729,2019-03-30,Ewallet
115-38-7388,C,Warsaw,Member,Female,Fashion accessories,85.512,2019-03-30,Credit card
364-34-2972,C,Warsaw,Member,Male,Electronic accessories,304.983,2019-03-30,Cash
676-39-6028,A,London,Member,Female,Electronic accessories,338.31,2019-03-30,Cash
